Link,Title, Price  ,Standing screen display size(Inches),Screen Resolution,Max Screen Resolution,Processor,RAM Type,RAM,Memory Speed,Hard Drive,Graphics Coprocessor,Chipset Brand,Card Description,Wireless Type,Graphics Card Ram Size,Number of USB 2.0 Ports,Number of USB 3.0 Ports,Average Battery Life (in hours)
https://www.amazon.com//Lenovo-Chromebook-Processor-Graphics-82C10004US/dp/B08523MMRX/ref=sr_1_265?keywords=laptop&qid=1653585608&sr=8-265,"Lenovo Chromebook 3 14"" Laptop,",$178.00 ,14,,1366 x 768,intel_celeron,DDR4,4 GB,2400 GHz,32 GB SSD,Intel Integrated Graphics,Intel,Integrated,"Bluetooth, 801.11ac",,,2,10 Hours
https://www.amazon.com//Lenovo-Display-Processor-Storage-82JW00BDUS/dp/B09BDGD2TZ/ref=sr_1_7?keywords=laptop&qid=1653585547&sr=8-7,Lenovo - Legion 5 -,$993.14 ,15.6,1920 x 1080,1920 x 1080,ryzen_7,DDR4,16 GB,,512 GB SSD,‎NVIDIA GeForce RTX 3050 Ti,NVIDIA,Dedicated,802.11ax,,,4,
https://www.amazon.com//Lenovo-Display-Storage-GeForce-Windows/dp/B09YVTKGSH/ref=sr_1_221?keywords=laptop&qid=1653585597&sr=8-221,"Lenovo Legion 5 Gaming Laptop,","$1,325.99 ",15.6,,1920 x 1080 Pixels,ryzen_7,DDR4,16 GB,,1 TB SSD,NVIDIA GeForce RTX 3050 Ti,NVIDIA,Dedicated,Bluetooth,1 TB,,4,
https://www.amazon.com//Lenovo-i7-1165G7-1920x1080-Fingerprint-Bluetooth/dp/B09KS9Y9TC/ref=sr_1_245?keywords=laptop&qid=1653585606&sr=8-245,Lenovo ThinkPad E15 G2 Home,"$2,299.00 ",15.6,1920x1080,1920 x 1080 Pixels,core_i7,SO-DIMM,32 GB,2.8 GHz,2 TB SSD,Intel Iris Xe Graphics,Intel,Integrated,Bluetooth,,1,,
https://www.amazon.com//Lenovo-i7-1165G7-Processor-Graphics-82A6000BUS/dp/B08Z9T5HNM/ref=sr_1_158?keywords=laptop&qid=1653585587&sr=8-158,"Lenovo IdeaPad Slim 7i 14.0""","$1,049.99 ",14,1920 x 1080 pixels,1920 x 1080 Pixels,core_i7,DDR4,8 GB,,512 GB SSD,,Intel,Integrated,"Bluetooth, 802.11ax",,,2,15 Hours
https://www.amazon.com//Lenovo-IdeaPad-14ITL05-82FE00MEUS-Notebook/dp/B09BMHSMBF/ref=sr_1_86?keywords=laptop&qid=1653585574&sr=8-86,Lenovo IdeaPad 5 14ITL05 82FE00MEUS,$709.99 ,14,1920 x 1080 pixels,1920 x 1080 Pixels,core_i5,,16 GB,3200 MHz,512 GB SSD,Intel Iris Xe Graphics,Intel,Iris Xe Graphics,"Bluetooth, 802.11ax",,1,1,11 Hours
https://www.amazon.com//Lenovo-IdeaPad-ComputerAMD-A6-9220e-Microsoft/dp/B081GMHQLR/ref=sr_1_284?keywords=laptop&qid=1653585611&sr=8-284,2020 Lenovo IdeaPad Laptop ComputerAMD,$299.99 ,14,1366 x 768,1366 x 768,amd_a_series,DDR4,4 GB,1.6 GHz,64 GB SSD,AMD Radeon R4,AMD,Dedicated,802.11ac,2 MB,,2,
https://www.amazon.com//Lenovo-IdeaPad-Display-GeForce-82K200UTUS/dp/B09BDFTX65/ref=sr_1_2?keywords=laptop&qid=1653585547&sr=8-2,Lenovo - 2021 - IdeaPad,$648.10 ,15.6,,1920 x 1080,ryzen_5,DDR4,8 GB,3200 MHz,256 GB SSD,NVIDIA GeForce GTX 1650,NVIDIA,Dedicated,802.11ax,,,2,8 Hours
https://www.amazon.com//Lenovo-IdeaPad-Display-Processor-82K20015US/dp/B08YKHGKTV/ref=sr_1_193?keywords=laptop&qid=1653585595&sr=8-193,Lenovo IdeaPad Gaming 3 15,$656.00 ,15.6,1920x1080,1920 x 1080 Pixels,ryzen_5,DDR4,8 GB,3200 MHz,256 GB SSD,NVIDIA GeForce GTX 1650,NVIDIA,Dedicated,802.11ac,,,2,8 Hours
https://www.amazon.com//Lenovo-IdeaPad-Gaming-Laptop-GeForce/dp/B08N5TQD6M/ref=sr_1_239?keywords=laptop&qid=1653585602&sr=8-239,Lenovo - IdeaPad L340 15,$691.99 ,15.6,,1920 x 1080 Pixels,core_i5,,8 GB,,256 GB SSD,NVIDIA GeForce GTX 1650,NVIDIA,Dedicated,"Bluetooth, 802.11ac",,,,
https://www.amazon.com//Lenovo-IdeaPad-i5-1035G1-15-6-inch-Screen/dp/B08NXSJVCR/ref=sr_1_31?keywords=laptop&qid=1653585561&sr=8-31,Lenovo IdeaPad 3 Intel i5-1035G1,$535.46 ,15.6,1366x768,1366 x 768 Pixels,core_i5,DDR4,12 GB,3.9 GHz,256 GB SSD,Intel UHD Graphics,Intel,Dedicated,802.11a,,1,1,8 Hours
https://www.amazon.com//Lenovo-IdeaPad-i5-1135G7-Graphics-Fingerprint/dp/B09TB1KX4S/ref=sr_1_102?keywords=laptop&qid=1653585578&sr=8-102,"2022 Lenovo IdeaPad 5i 14""",$829.99 ,14,1920x1080,1920 x 1080 Pixels,core_i5,DDR4,16 GB,3200 MHz,512 GB SSD,Intel Iris Xe Graphics,Intel,Integrated,802.11ax,,,3,12 Hours
https://www.amazon.com//Lenovo-IdeaPad-i5-1135G7-Touchscreen-Laptop/dp/B09KWGHCLK/ref=sr_1_45?keywords=laptop&qid=1653585564&sr=8-45,Lenovo IdeaPad 3 Intel Core,$537.95 ,15.6,1920x1080,1920 x 1080 Pixels,core_i5,DDR4,12 GB,4.1 GHz,256 GB SSD,Intel Iris Xe Graphics,Intel,Integrated,801.11ac,,1,2,
https://www.amazon.com//Lenovo-Ideapad-i5-9300H-Processor-81LK00HDUS/dp/B07VC55LF5/ref=sr_1_181?keywords=laptop&qid=1653585592&sr=8-181,"Lenovo Ideapad L340 Gaming Laptop,",$681.00 ,15.6,1600x1200 pixels,1920 x 1080 Pixels,core_i5,DDR4,8 GB,2400 MHz,512 GB SSD,NVIDIA GeForce GTX 1650,NVIDIA,Dedicated,Bluetooth,4 GB,,2,9 Hours
https://www.amazon.com//Lenovo-IdeaPad-Laptop-i5-1035G1-Platinum/dp/B08W4PJC8J/ref=sr_1_101?keywords=laptop&qid=1653585578&sr=8-101,Lenovo IdeaPad 3 Laptop 10th,$439.00 ,14,,1920 x 1080 Pixels,core_i5,LPDDR4,8 GB,2666 MHz,512 GB SSD,Intel UHD Graphics,Intel,Integrated,Bluetooth,,1,1,
https://www.amazon.com//Lenovo-IdeaPad-Lightweight-Pentium-Windows/dp/B09P19C9Z5/ref=sr_1_19?keywords=laptop&qid=1653585561&sr=8-19,"Lenovo IdeaPad 3i 15.6"" FHD",$319.95 ,15.6,1920 x 1080,,ryzen_5,DDR4,4 GB,,128 GB SSD,,AMD,Integrated,Bluetooth,,1,1,
https://www.amazon.com//Lenovo-IdeaPad-Processor-Graphics-81VU0079US/dp/B08YKHYCPW/ref=sr_1_23?keywords=laptop&qid=1653585561&sr=8-23,"Lenovo IdeaPad 1 14 Laptop,",$229.89 ,14,1920 x 1080 pixels,1366 x 768 Pixels,intel_celeron,DDR4,4 GB,,64 GB SSD,Integrated AMD Radeon R5 Graphics,Intel,Integrated,802.11ac,,,2,12 Hours
https://www.amazon.com//Lenovo-IdeaPad-Processor-Graphics-81W0003QUS/dp/B0862269YP/ref=sr_1_26?keywords=laptop&qid=1653585561&sr=8-26,"Lenovo IdeaPad 3 14"" Laptop,",$518.00 ,14,1920 x 1080,1920 x 1080 Pixels,ryzen_5,DDR4,8 GB,2400 MHz,256 GB SSD,AMD Integrated Graphics,AMD,Integrated,802.11ac,,1,2,
https://www.amazon.com//Lenovo-Legion-pro-Display-GeForce/dp/B01L4I438G/ref=sr_1_126?keywords=laptop&qid=1653585581&sr=8-126,2022 Newest Lenovo Legion 5,"$1,598.88 ",16,,2560x1600 Pixels,ryzen_7,DDR4,32 GB,3.2 GHz,1 TB SSD,‎‎NVIDIA GeForce RTX 3060,NVIDIA,Dedicated,"Bluetooth, 802.11b",,,,4 Hours
https://www.amazon.com//Lenovo-Processor-Graphics-81W10094US-Business/dp/B0872K4XCJ/ref=sr_1_292?keywords=laptop&qid=1653585614&sr=8-292,"Lenovo IdeaPad 3 15 Laptop,",$423.00 ,15.6,1366 x 768,1366 x 768 Pixels,ryzen_3,DDR4,4 GB,2400 MHz,256 GB SSD,AMD Radeon Vega 3,AMD,Integrated,"Bluetooth, 802.11ac",,1,2,9 Hours
https://www.amazon.com//Lenovo-Processor-Graphics-82HU00JWUS-Graphite/dp/B09BG96KFJ/ref=sr_1_174?keywords=laptop&qid=1653585589&sr=8-174,"Lenovo Flex 5 Laptop, 14.0""",$599.99 ,14,,1920 x 1080,ryzen_5,DDR4,16 GB,,512 GB SSD,,AMD,Integrated,802.11ac,,,2,12 Hours
https://www.amazon.com//Lenovo-T15g-Workstation-i9-10885H-Thunderbolt/dp/B09B28TV4Q/ref=sr_1_28?keywords=laptop&qid=1653585561&sr=8-28,"2022 Lenovo ThinkPad T15g 15.6""","$3,499.99 ",15.6,1920 x 1080 pixels,1920 x 1080 Pixels,intel_xeon,DDR4,64 GB,2933 MHz,1 TB SSD,NVIDIA GeForce RTX 2080 Super with Max-Q 8GB,NVIDIA,Dedicated,2.4 GHz Radio Frequency,,,,
https://www.amazon.com//Lenovo-ThinkBook-20YA002HUS-Touchscreen-Notebook/dp/B09KMDXNNH/ref=sr_1_200?keywords=laptop&qid=1653585595&sr=8-200,Lenovo ThinkBook 13s G3 ACN,$479.99 ,13.3,2560 x 1600 pixels,2560 x 1600 Pixels,ryzen_5,LPDDR4X,8 GB,2.3 GHz,256 GB SSD,AMD Radeon Graphics,AMD,Radeon Graphics,"Bluetooth, 802.11a/b/g/n/ac",,,,
https://www.amazon.com//Lenovo-ThinkBook-ACL-21A2009FUS-Notebook/dp/B09CQ9N69V/ref=sr_1_261?keywords=laptop&qid=1653585608&sr=8-261,Lenovo ThinkBook 14 G3 ACL,$764.95 ,14,1920 x 1080 pixels,1920 x 1080,ryzen_3,DDR4,16 GB,2.6 GHz,256 GB SSD,AMD Radeon Graphics,AMD,Radeon Graphics,"Bluetooth, 802.11ac",,,,
https://www.amazon.com//Lenovo-ThinkBook-i7-1165G7-Graphics-Thunderbolt/dp/B09LTN9HTM/ref=sr_1_257?keywords=laptop&qid=1653585608&sr=8-257,2022 Lenovo ThinkBook 13s Gen2,$999.00 ,13.3,2560 x 1600,2560 x 1600 Pixels,core_i7,SO-DIMM,16 GB,4266 MHz,512 GB SSD,Intel Iris Xe Graphics,Intel,,802.11ac,,,,9 Hours
https://www.amazon.com//Lenovo-ThinkPad-i7-1165G7-Fingerprint-Professional/dp/B09WJK4998/ref=sr_1_49?keywords=laptop&qid=1653585567&sr=8-49,Lenovo ThinkPad E15 Gen2 Business,"$1,349.00 ",15.6,,1920 x 1080 Pixels,core_i7,DDR4,32 GB,2.8 GHz,1 TB SSD,Intel Iris Xe Graphics,Intel,,Bluetooth,,,,
https://www.amazon.com//Lenovo-Touchscreen-i3-1115G4-Bluetooth-Fingerprint/dp/B09MR3FKL4/ref=sr_1_218?keywords=laptop&qid=1653585597&sr=8-218,2022 Newest Lenovo Ideapad 3i,$509.99 ,15.6,1920 x 1080,1920 x 1080 Pixels,core_i3,DDR4,8 GB,4.1 GHz,256 GB SSD,Intel UHD Graphics,Intel,,Bluetooth,,,,
https://www.amazon.com//Lenovo-Touchscreen-i7-1165G7-Keyboard-Fingerprint/dp/B08W54YSPW/ref=sr_1_62?keywords=laptop&qid=1653585567&sr=8-62,"Lenovo IdeaPad 5 15.6"" FHD",$789.00 ,15.6,1920 x 1080,1920 x 1080 Pixels,core_i7,SDRAM,12 GB,2.8 GHz,512 GB SSD,Intel Iris Xe Graphics,Intel,Integrated,Bluetooth,,,3,12 Hours
https://www.amazon.com//Lenovo-Yoga-9i-Touchscreen-Thunderbolt/dp/B08XK1HZ66/ref=sr_1_298?keywords=laptop&qid=1653585614&sr=8-298,Lenovo Yoga 9i 14 2-in-1,"$1,487.00 ",14,,3840x2160 Pixels,core_i7,,16 GB,,512 GB ssd,Intel Iris Xe Graphics,Intel,Integrated,Bluetooth,,,,10 Hours
https://www.amazon.com//LG-Gram-15Z90P-Ultra-Lightweight-Thunderbolt/dp/B0942BQLLY/ref=sr_1_37?keywords=laptop&qid=1653585564&sr=8-37,"LG Gram 15Z90P – 15.6""",$936.00 ,15.6,1920 x 1080 pixels,1920 x 1080 Pixels,core_i5,LPDDR4,8 GB,4266 MHz,512 GB SSD,,Intel,Integrated,802.11ax,,,1,19.5 Hours
https://www.amazon.com//LG-Gram-16T90P-Lightweight-Thunderbolt/dp/B08SZ95TK4/ref=sr_1_12?keywords=laptop&qid=1653585551&sr=8-12,"LG Gram 16T90P - 16""","$1,999.00 ",16,2560 x 1600 pixels,2560 x 1600 Pixels,core_i7,LPDDR4,16 GB,4266 MHz,2 TB ssd,,Intel,Integrated,802.11ax,,,3,21 Hours
https://www.amazon.com//LG-Laptop-Ultra-Lightweight-Ultra-Portable-Battery/dp/B08YDLCXR4/ref=sr_1_98?keywords=laptop&qid=1653585578&sr=8-98,"LG Gram 17Z90P Laptop 17""","$1,625.49 ",17,2560 x 1600 pixels,2560 x 1600 Pixels,core_i7,LPDDR4,16 GB,4266 MHz,2 TB SSD,,Intel,Integrated,802.11ax,,,1,19.5 Hours
https://www.amazon.com//Microsoft-Surface-Laptop-13-5-Touch-Screen/dp/B08YX4NVCK/ref=sr_1_95?keywords=laptop&qid=1653585574&sr=8-95,Microsoft Surface Laptop 4 13.5”,$826.49 ,13.5,2256 x 1504,2256 x 1504 Pixels,core_i5,LPDDR4,8 GB,,512 GB SSD,Iris™ Plus graphics 950,Intel,Integrated,802.11ax,,,2,11.5 Hours
https://www.amazon.com//Microsoft-Surface-Laptop-13-5-Touch-Screen/dp/B08YX6976Q/ref=sr_1_66?keywords=laptop&qid=1653585570&sr=8-66,Microsoft Surface Laptop 4 13.5”,$813.99 ,13.5,2256 x 1504,2256 x 1504 Pixels,core_i5,LPDDR4,8 GB,,512 GB SSD,Iris™ Plus graphics 950,Intel,Integrated,802.11ax,,,2,11.5 Hours
https://www.amazon.com//Microsoft-Surface-Laptop-13-5-Touch-Screen/dp/B09D62V4SN/ref=sr_1_155?keywords=laptop&qid=1653585587&sr=8-155,Microsoft Surface Laptop 4 13.5”,"$1,833.42 ",13.5,,,core_i5,,16 GB,,512 GB SSD,,,,,,,,
https://www.amazon.com//Microsoft-Surface-Laptop-Touch-Screen/dp/B09MZQ7VJK/ref=sr_1_69?keywords=laptop&qid=1653585570&sr=8-69,"Microsoft Surface Laptop 4 15""","$1,799.99 ",15,,,core_i7,LPDDR4,16 GB,,512 GB SSD,,Intel,Integrated,,,,2,
https://www.amazon.com//Microsoft-Surface-Laptop-Touchscreen-Sandstone/dp/B08GZLYB6Q/ref=sr_1_140?keywords=laptop&qid=1653585584&sr=8-140,Microsoft Surface Laptop Go -,$633.95 ,12.4,1536 x 1024,1536 x 1024,core_i5,LPDDR4,8 GB,,256 GB SSD,Intel UHD Graphics,Intel,Integrated,,,,2,
https://www.amazon.com//Microsoft-Touchscreen-Quad-Core-i5-1035G1-Bluetooth/dp/B08LF3ZQBL/ref=sr_1_222?keywords=laptop&qid=1653585597&sr=8-222,"Microsoft Surface Laptop Go 12.4""",$456.25 ,12.4,,1536 x 1024 Pixels,core_i5,LPDDR4X,4 GB,3.6 GHz,64 GB SSD,,Intel,Integrated,Bluetooth,,,,13 Hours
https://www.amazon.com//MSI-9SCX-005-Gaming-i5-9300H-GTX1650/dp/B0843JCV17/ref=sr_1_199?keywords=laptop&qid=1653585595&sr=8-199,MSI GF63 THIN 9SCX-005 15.,$663.00 ,15.6,1920 x 1080,1920 x 1080,core_i5,,8 GB,2666 MHz,256 GB SSD,NVIDIA GeForce GTX 1650,NVIDIA,Dedicated,802.11ac,1 GB,,4,1 days
https://www.amazon.com//MSI-Creator-17-i7-11800H-B11UH-238/dp/B096DC17CX/ref=sr_1_271?keywords=laptop&qid=1653585608&sr=8-271,"MSI Creator 17 17.3"" UHD","$3,077.44 ",17.3,3840 x 2160 pixels,3840 x 2160 Pixels,core_i7,DDR4,32 GB,3200 MHz,1 TB SSD,,NVIDIA,Dedicated,Bluetooth,16 GB,,4,
https://www.amazon.com//MSI-Creator-17-Professional-Laptop/dp/B098WRVRH4/ref=sr_1_262?keywords=laptop&qid=1653585608&sr=8-262,MSI Creator 17 Professional Laptop:,"$1,815.44 ",17.3,3840 x 2160 pixels,3840 x 2160 Pixels,core_i7,DDR4,16 GB,3200 MHz,512 GB SSD,,NVIDIA,Dedicated,Bluetooth,6 GB,,2,
https://www.amazon.com//MSI-Crosshair-17-Generation-Octa-core/dp/B09NBQLFQ9/ref=sr_1_204?keywords=laptop&qid=1653585595&sr=8-204,MSI Crosshair 17 Gaming Laptop,"$1,499.00 ",17.3,1920x1080,FHD (1920 x 1080) IPS 144Hz Pixels,core_i7,,32 GB,,1 TB SSD,Dedicated NVIDIA GeForce RTX 3050 Ti 4GB,NVIDIA,Dedicated,Bluetooth,,,,
https://www.amazon.com//MSI-Crosshair17-i7-11800H-RTX3060-512GBNVMe/dp/B095BV649X/ref=sr_1_77?keywords=laptop&qid=1653585570&sr=8-77,"MSI Crosshair17 17.3"" 144Hz FHD","$1,379.97 ",17.3,1920 x 1080,1920 x 1080 Pixels,core_i7,DDR4,16 GB,3200 MHz,512 GB SSD,,NVIDIA,Dedicated,Bluetooth,6 GB,1,3,
https://www.amazon.com//MSI-Gaming-i7-11800H-Backlit-Accessories/dp/B09W8NC9JQ/ref=sr_1_216?keywords=laptop&qid=1653585597&sr=8-216,"MSI GP66 Gaming Laptop, Core","$1,689.99 ",15.6,,1920 x 1080 Pixels,core_i7,DDR4,16 GB,4.6 GHz,1 TB SSD,NVIDIA GeForce RTX 3060,NVIDIA,Integrated,802.11ax,,,,
https://www.amazon.com//MSI-GF63-Thin-10SCXR-222-i5-10300H/dp/B08YRZ2LLJ/ref=sr_1_99?keywords=laptop&qid=1653585578&sr=8-99,"MSI Computer GF63, NVIDIA GeForce",$644.06 ,15.6,1920 x 1080,1920x1080 Pixels,core_i5,DDR4,8 GB,2.5 GHz,256 GB SSD,NVIDIA GeForce GTX 1650,NVIDIA,Dedicated,"Bluetooth, 802.11abg",,,3,7 Hours
https://www.amazon.com//MSI-GF65-Thin-i7-10750H-10SDR-1273/dp/B095XDX3D6/ref=sr_1_119?keywords=laptop&qid=1653585581&sr=8-119,"MSI GF65 Thin 15.6"" 120Hz",$845.00 ,15.6,1920 x 1080,1920 x 1080 Pixels,core_i7,DDR4,8 GB,2666 MHz,512 GB SSD,NVIDIA GeForce GTX 1660Ti,NVIDIA,Dedicated,Bluetooth,6 GB,,3,
https://www.amazon.com//MSI-GL66-Gaming-Laptop-i7-11800H/dp/B09127DDVT/ref=sr_1_9?keywords=laptop&qid=1653585547&sr=8-9,MSI Pulse GL66 Gaming Laptop:,"$1,274.48 ",15.6,1920 x 1080 pixels,1920 x 1080 Pixels,core_i7,DDR4,16 GB,3200 MHz,512 GB SSD,NVIDIA GeForce RTX 3070,NVIDIA,Dedicated,Bluetooth,8 GB,,3,
